"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2706",0.2,"Great book! Haven't seen the movie yet, but from watching previews I could tell that the details and character building in the book are way more in-depth than portrayed on screen. That's always the case though. :) Give the book a shot even if you've seen the movie. It's a great suspenseful read.",1,0,0,2,0,2,1,1,2,2
"2707",0.65,"This started a little slow for me but I soon got into it. This is a psychological thriller and Hawkins is relentless as she makes the reader worry over the characters. Who is telling the truth? Whose memories are faulty. I read a couple of bad reviews of this book before I read it but heard so much hype I just had to find out for myself and am glad I did. The climax is one of the best I have read in a while. Rachel, the girl on the train will linger on with me for a while. Good stuff!",1,6,1,2,3,2,2,3,4,5
"2708",2,"This was a difficult book for me to get through.  While the story was well developed, the characters were unlikeable to me and the main character was so lost I wanted to start drinking about half-way through the book in order to finish it.  The twists and surprises in the end made the book well worth ready.  The story is well written but, again, I really didn't like the main characters very much.",0,2,0,1,0,1,0,0,2,2
"2709",1.95,"I really loved this book. The 3 lead female characters were so well written, I just wanted to shake some sense into them because they're, well, awful people! But then in the next few pages you may feel sympathy for them.I think it was a great read, suspenseful, and kept me guessing. Great ending too.",1,0,1,1,0,2,0,0,1,4
"2710",1.35,"Five stars.  I never knew what was going to happen and it was always a surprise.  A very good book.",0,2,0,1,2,0,2,1,0,2
"2711",5.15,"The Girl on the Train has been widely compared to Gone Girl, but I wouldn't stop there. This book has a familiar pattern of intrigue and mystery shared by many similar novels. The characters are well-rounded and interesting. The biggest similarity in this novel to Gone Girl is the balance of women who are vulnerable, yet strong. I especially enjoyed the way the story was told from each character's internal dialog. I finished it in a single sitting, drawn in by the complexity of the protagonist, compelled to follow her on her adventure.",0,3,0,1,0,0,2,1,2,4
"2712",3.3,"This book is REALLY slow in the beginning. I can't help but to compare this to Gone Girl which I liked much better as I found it more surprising and moved quicker. However, the last third of the book is great. It moves fast and pulls you in. You just have to get through the first half to two-thirds of the book to really enjoy it.",0,1,0,0,2,0,1,2,0,2
"2715",3.7,"Awesome read. Had a hard time putting the book down. Loved that the author wrote in the first person with all the female characters. Made me feel like I was there experiencing it for myself. I would recommend this book to anyone who loves a good thriller/mystery. Five stars all the way.",0,3,0,0,1,0,2,3,0,4
"2716",0.5,"I am not much for criminal story's, but this one was very good. It hold me woken through the whole story and it was hard to put it away. The plot is good even though I did find out very soon who the murder was, but  they way the book is written is genius, having the points of view from three persons is brilliant.",2,2,2,2,2,1,2,2,2,3
"2719",4,"I had heard good things about this book not having any idea what it was about I decided to read it! Boy am I glad I did. Once I picked up the book I couldn't put it down! I found myself totally engrossed in it! I did find it occasionally hard to follow especially with dates and timelines! Sometimes I would forget which character the chapter was about but for the most part it was very well done and I really enjoyed it!",0,2,1,0,3,0,1,2,2,3
"2722",2.55,"I really liked this book. It was a bit hard to get into at first. The morning and evening accounts of the train rides to and fro the city made me think the whole book was going to be written in that format. It was suspenseful and well written. The characters were well developed. Glad I read it before the movie came out. I will definitely watch the movie but think be book was good.",0,3,0,1,2,0,1,2,0,2
"2723",3.2,"I found the main character, Rachel, so pathetic at first that I wasn't sure if I would be able to finish this book.  Since it was was selected by our book club, I pushed myself to keep reading.  It did get better but was pretty predictable. The story is about a women who watches a couple from the morning train while she commutes into London.  She watches them out on their back patio and has made up fictional names and fictional lives for them.  One day she sees something that doesn't look right to her and this puts her in a tailspin.  Her ex-husband happens to live a few doors down from this couple with his new wife that he left Rachel for in her old house.  This complicates things because she cannot let go of the fact that she is still in love with her ex so she ends up stalking him which puts her in a position to stalk the other couple as well.  There are lots of twists to the story but I saw a lot of them coming before they happened.",0,2,1,1,3,1,0,3,2,5
