"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"4638",-0.2,"Although this was not one of my favorites, I still couldn't put it down.  It was kind of a bummer and sometimes frustrating reading about someone who is an alcoholic and the consequences of her actions.  Kind of disjointed, it skipped around a lot and I had to frequently go back to re read certain sections.  But in the end it all made sense.",1,0,1,0,1,0,0,1,1,3
"4642",-2.15,"A bit slow in the beginning.  Reading all the many stupid and unwise decisions and behavior of Rachel gets at time frustrating and annoying. Things pick up later in the book with a good plot-twisting finale.",1,2,0,0,1,0,1,1,3,3
"4643",-3.6,"Mixed bag. A page turner at times and at other times tempted to quit.  All characters are shallow and unlikable.  They all deserved each other. I read to find out it 'who did it' but the writer was not fair with the details.  Sad, lonely, pained, lying, helpless, hopeless men and women.  Not one ounce of happiness or joy. Story was  too depressing, I wished I skipped it.",2,1,3,4,2,5,0,0,7,5
"4651",-0.5,"A depressed, pathetic alcoholic is the heroine of this fascinating story which is a page-turning immersion into mundane everyday lives of people who are multilayered and fascinating.  I applaud the author and recommend to my friends.",1,0,1,1,0,2,0,3,2,4
"4652",-1.15,"I read this book in one day! I haven't done that in quite a while. I couldn't put it down! I was convinced that I knew who the villain was several times and each time I was wrong! Headed to find more Paula Hawkins novels!",0,1,0,1,0,0,0,1,2,0
"4661",-0.75,"Off to a relatively slow start, the novel gathered steam (no pun intended) and intensity as it progressed.  To keep the characters and story straight, the reader would be advised to pay attention to the chapter titles in order to identify the ""speaker."" The book would have benefited from tighter editing as the main narrator's repetition and angst became tiresome at times.[or so it seemed to this reader.]",0,3,0,0,1,0,0,2,1,5
"4662",-1.65,"""Melancholy"" is the adjective that comes to mind in this slow moving thriller. I was amazed to find a second analytical book was written to explain the plot. Our protagonist is just not that complicated and she also suffers from learned helplessness, an undesirable trait in any heroine. However, she does have compassion even if it's clumsily presented. Truly the only touching connection is that which was forged between our heroine and the woman who took her place.",1,0,1,3,0,3,0,2,4,3
"4668",-0.7,"I expected this storyline to be similar to Gone Girl, but it really wasn't. When reading, pay attention to the dates that are the subheadings for each section. If you don't, it could be confusing. The female characters all had some sort of emotional/mental issue, and the male characters were all suspects for me. I was a little disappointed in the climax of the story.... I expected something more unexpected. If you like a mystery, this is an ok read.",1,5,1,1,3,1,3,2,2,6
"4670",-0.05,"loved the story but the beginning was hard to follow.  I almost stopped reading it as it was confusing.  I was told by others they felt the same way.  However, that being said; once I continued it was great.  I could not put it down",0,0,0,0,0,0,0,0,0,1
"4671",-1,"Don't believe the hype, this story is blah. Cared nothing for the characters nor the writing.",0,1,0,0,0,0,0,0,1,0
"4672",-0.6,"Very predictable. I figured out who the killer was right away. Very repetitive",0,0,0,0,0,0,0,0,0,0
"4673",-0.4,"I've seen this compared to ""Gone, Girl"".  This story doesn't remotely live up to the intricacy or the standard of writing of Gillian Flynn's novel though.  It was a light, engaging read, but it got a little unbelievable somewhere near the mid-end.  The protagonist is thoroughly unlikeable and I just lost patience for her partway through.",0,1,0,0,1,1,0,2,2,2
"4677",-0.8,"I started reading about a day and a half ago. I would've finished sooner if I didn't have a job and kids ;)From the very beginning, the author creates such emotion that you can't help but sympathize with each of the characters. The added suspense and the way the twist unravels made it literally impossible for me to stop until I knew what happened!",0,1,0,1,0,2,1,1,1,3
"4678",-0.9,"The Girl on the Train was one of those books I just couldn't put down!  Every time I thought I had figured things out, another facet of the story came up and changed my guess.  It definitely kept me reading as I couldn't wait to find out what really happened!  Don't pick this book up unless you've got some time to kill because you won't be able to put it down!",0,3,0,1,0,1,1,0,2,2
"4682",-0.5,"Narrative is wonderful--Gone Girl style!  Something about crazy people doing sinister deeds that makes a great story. They are all crazy...the genius in the story telling is figuring out who sets the standard:)",2,0,1,2,1,1,1,1,2,2
"4687",-0.5,"I bought this book because a colleague recommended it. I'm a recovering alcoholic (38 years) and the impact alcoholism had on these characters is vividly and realistically drawn. Suspense keeps the reader moving fast through the twists in the narrative.",1,1,1,2,0,1,1,0,1,1
"4694",-1.5,"Whaat? A contrived plot with not much substance. Not enough detail about characters to elicit emotion for them. Except the alcoholic; and the emotion I felt was disgust..",1,0,1,1,0,1,0,0,1,1
"4695",-0.95,"This story is told from the perspective of three women whose worlds collide as a result of their choices in life.  The plot turns and twists with each chapter and I can never decide if I Ike or hate the characters because they""re each so flawed.  The common theme of the train and the poetic way the author describes the scenes and feelings kept me reading straight to the end!",1,1,1,1,0,1,0,1,1,2
"4708",-1.15,"Couldn't put this down from the beginning.  While the main character's life seems to be unraveling, the book takes you through her story, past and present, to unfold why she is the way she is.  Parallel stories told from the point of view of the other characters weave together to make a suspenseful, well written tale of betrayal, lies, and eventually, murder.",2,2,2,1,1,2,2,1,2,4
"4710",-1.65,"I can't believe people actually like this!  This is boring, predictable, and just plain stupid.  There are basically a handful of events that just repeat itself until the writer decides it's enough.  The characters are boring and not likable.  The plot is repetitive.  They are all one dimensional.  I had 5th grade students who write like this.  There is no suspense.",0,1,0,1,0,0,1,0,2,1
"4711",-0.25,"This book was great! I could not put it down.. The story line really made you wonder about who did what and who was who! There was never a time where I got bored with the book, there was never a time where it was slow... It had me on edge the whole time wondering what was going to happen next..",0,2,0,0,0,0,0,0,0,0
